        time     emission          CO2         cveg        csoil        fgco2         fgpp         fnpp           ra          frh     fvegsoil         fluc          tas     tas_land        cprod     fcvegout
      1865.0     0.305356   286.325949   411.054483   958.746699     0.257827   118.956784    61.644252    57.312532    58.761929    59.094259     0.770998   286.594736   280.733742    55.587017     3.308823
      1866.0     0.354890   286.452948   411.078899   958.410569     0.099310   119.422487    61.697217    57.725270    58.544663    58.208533     0.766486   286.616714   280.747718    55.777328     3.464267
      1867.0    -0.742807   286.646811   410.475065   958.522774     0.026173   118.216446    60.872260    57.344186    58.791768    58.903974     0.761302   286.671678   281.001735    55.957150     2.572121
      1868.0     1.623926   286.718567   410.958944   958.185523     0.044564   122.907408    63.858102    59.049305    59.091032    58.753781     0.759869   286.514240   280.667406    56.235073     4.620442
      1869.0    -0.012868   286.403495   411.010394   959.218588     0.028616   122.656394    63.426562    59.229832    59.606348    60.639412     0.755489   286.592403   280.776097    56.690456     2.735701
      1870.0    -2.063854   286.610002   409.967533   959.411841     0.193475   116.371191    59.408070    56.963121    58.836140    59.029393     0.785214   286.788466   281.191953    57.046947     1.421538
      1871.0     0.378710   287.393974   408.259077   958.600921     0.300620   117.084179    60.075142    57.009037    58.446936    57.636016     0.801086   286.846780   281.308331    57.204739     4.147581
      1872.0     1.623328   287.828263   408.161112   957.757407     0.209254   120.412908    62.487797    57.925111    58.752425    57.908911     0.804960   286.549493   280.741557    57.701500     4.676851
      1873.0    -0.513846   287.794904   408.072482   958.381441     0.137863   118.414856    60.882762    57.532093    58.045793    58.669827     0.806610   286.621589   280.715547    58.224922     2.301565
      1874.0     1.602706   287.945183   407.571392   958.677985     0.114507   121.356671    63.047985    58.308686    58.568546    58.865089     0.805762   286.653546   280.872119    58.566326     4.683986
      1875.0     0.271231   287.696339   408.029566   959.203927     0.196606   122.718435    63.628333    59.090103    59.567345    60.093287     0.808486   286.611673   280.735484    59.113483     3.076872
      1876.0    -0.680961   287.684322   407.666402   959.443125     0.270033   120.184637    61.835794    58.348843    59.461751    59.700949     0.808873   286.730544   280.811825    59.397423     2.498009
      1877.0    -1.826705   288.025766   406.231991   959.474432     0.258787   116.811002    59.260596    57.550406    58.778265    58.809572     0.804097   286.915922   281.102041    59.735405     1.885435
      1878.0     1.014079   288.896381   404.594904   958.418478     0.358486   120.185449    61.384379    58.801069    59.282518    58.226565     0.799371   287.025351   281.324983    60.139660     4.794902
      1879.0     0.592082   289.241857   404.784486   957.647060     0.345054   120.145537    61.895033    58.250504    58.973768    58.202349     0.799236   286.890570   281.131290    60.364338     3.503101
      1880.0     0.328963   289.535905   404.669484   957.143206     0.332512   119.279345    61.180085    58.099260    58.475231    57.971377     0.803771   286.904708   281.273042    60.810379     3.323711
      1881.0     0.753572   289.793786   404.481348   956.759813     0.345792   121.136710    62.467741    58.668969    59.139498    58.756105     0.804330   286.820947   281.098131    61.230968     3.899772
      1882.0     0.403858   289.750784   404.527938   957.020411     0.303357   119.883132    61.742678    58.140453    58.127448    58.388047     0.806859   286.732857   280.848160    61.526409     3.308041
      1883.0     0.115850   289.875806   403.401957   957.593373     0.475315   117.497870    60.432016    57.065854    57.636380    58.209342     0.806664   286.820593   280.978504    62.169727     3.348655
      1884.0     0.337526   290.183062   401.435850   958.460192     0.582125   116.596530    60.256020    56.340510    57.832130    58.698949     0.805467   286.560153   280.575158    62.302773     3.523179
      1885.0     0.518611   290.365077   401.371655   957.970974     0.438106   118.664409    61.341622    57.322787    58.293733    57.804515     0.802195   286.574848   280.782922    62.810730     3.601301
      1886.0     0.543718   290.360391   401.140341   958.300759     0.275816   120.230924    61.998792    58.232132    58.160280    58.490064     0.802055   286.582015   280.826659    63.188805     3.740043
      1887.0     0.055378   290.429234   400.700819   958.648798     0.198031   119.146055    61.571932    57.574124    58.302550    58.650590     0.802259   286.553306   280.779322    63.399036     3.360864
      1888.0    -1.309339   290.629463   399.921105   958.853368     0.175160   117.947022    60.375906    57.571116    58.756549    58.961119     0.803687   286.759228   281.025556    63.531651     2.194500
      1889.0     0.636534   291.264297   399.228458   957.805056     0.279640   117.737209    60.751148    56.986061    58.334775    57.286463     0.799997   286.679770   280.893674    63.755688     4.157333
      1890.0     1.431032   291.637400   399.306875   956.990678     0.328675   119.362819    61.724939    57.637879    57.877009    57.062632     0.797388   286.563346   280.798581    64.248634     4.583890
      1891.0     0.904982   291.498244   400.020843   957.201242     0.146419   122.081400    63.228161    58.853239    58.735632    58.946196     0.798613   286.467982   280.470903    64.795265     3.567998
      1892.0    -1.002915   291.701939   399.184291   957.548547     0.334375   118.192604    60.399571    57.793033    58.720058    59.067363     0.796435   286.693319   280.860983    65.204750     2.168759
      1893.0     0.447457   292.080930   397.875009   957.683964     0.517994   119.566233    61.193900    58.372333    58.526299    58.661716     0.791596   286.717237   280.919947    65.536751     3.841467
      1894.0    -0.267466   292.588083   396.279872   957.825561     0.388966   115.793680    59.192653    56.601028    57.412074    57.553670     0.789268   286.751010   281.014519    65.804558     3.234120
      1895.0     0.910501   293.149710   395.116798   957.613108     0.433249   118.416952    61.112621    57.304331    58.346187    58.133734     0.788477   286.673443   280.860190    66.221107     4.141961
      1896.0     1.138441   293.364463   395.463336   957.140403     0.239024   120.739776    62.105391    58.634385    58.137145    57.664440     0.794163   286.637975   280.841392    66.806030     4.094413
      1897.0     1.640750   293.296867   396.547035   956.803990     0.323968   123.633280    64.105017    59.528263    59.216477    58.880064     0.797401   286.550096   280.709759    67.379562     4.141254
      1898.0    -0.873330   293.109631   397.008105   957.117455     0.176485   121.485926    62.036765    59.449160    59.104382    59.417846     0.798755   286.749383   281.014872    67.768684     2.157850
      1899.0     0.576140   293.474542   396.237636   956.912224     0.320626   119.744104    61.632155    58.111950    58.686002    58.480771     0.797509   286.677920   280.811567    68.190887     3.921853
      1900.0     0.349065   293.644942   395.715578   957.199833     0.264292   120.046319    61.714302    58.332017    58.326953    58.614562     0.829685   286.596623   280.643470    69.215508     3.621797
      1901.0     0.538787   293.829436   394.869248   957.569673     0.471814   118.946362    61.267901    57.678460    58.076279    58.446119     0.852364   286.580317   280.572130    69.971977     3.668113
      1902.0     1.321490   294.021553   394.757493   957.461007     0.386376   121.206884    62.962045    58.244838    58.945580    58.836914     0.859840   286.595581   280.626705    70.911339     4.236886
      1903.0    -0.505965   293.917467   393.966255   958.680750     0.500907   117.059608    60.086702    56.972905    57.231931    58.451673     0.866878   286.525223   280.468091    71.828285     2.426267
      1904.0     0.600612   294.495522   392.301081   958.650258     0.456912   116.595125    59.896749    56.698375    57.211046    57.180555     0.868379   286.611318   280.677901    72.433006     4.381368
      1905.0    -0.020746   294.849814   391.236476   958.998514     0.366706   116.957406    60.201504    56.755902    57.361343    57.709599     0.869219   286.648257   280.902597    73.205444     3.556511
      1906.0     1.899081   295.369058   391.399086   957.874543     0.348223   121.553143    62.743796    58.809347    58.434477    57.310506     0.877960   286.636621   280.871787    73.827393     5.270679
      1907.0     0.740738   295.301986   392.778658   957.301909     0.362121   123.883642    63.638599    60.245043    59.335070    58.762436     0.885895   286.581774   280.716617    75.059120     3.496591
      1908.0     1.008396   295.441475   392.904163   957.275379     0.235123   122.481113    63.166254    59.314860    58.864702    58.838173     0.889929   286.618838   280.743085    75.948730     4.202575
      1909.0     0.190594   295.502076   392.297539   958.305928     0.237622   120.491769    62.148932    58.342838    58.613880    59.644429     0.890852   286.541041   280.589335    76.754852     3.111127
      1910.0     0.050462   295.934417   391.167317   958.534400     0.385921   121.834440    62.258720    59.575720    59.685693    59.914165     0.870836   286.752954   280.981982    77.488579     3.474777
      1911.0     0.693608   296.404023   390.493767   958.278446     0.509381   122.213746    62.242126    59.971620    59.249815    58.993861     0.857701   286.771722   280.866078    78.260040     3.921815
      1912.0     1.094878   296.872814   390.152742   957.867079     0.462820   121.778180    62.548238    59.229942    59.036547    58.625180     0.859101   286.645949   280.759562    78.857597     4.264083
      1913.0     0.368093   297.231348   389.737141   957.865692     0.569486   119.205895    61.110877    58.095018    58.312819    58.311433     0.859272   286.658204   280.846797    79.339638     3.215045
      1914.0     0.682032   297.854248   388.419322   957.796751     0.653802   119.403927    60.957246    58.446681    58.536412    58.467471     0.860170   286.761138   280.960160    79.650139     3.807595
      1915.0     1.095551   298.559562   387.555808   957.050630     0.740209   119.315974    60.783457    58.532517    58.043017    57.296896     0.859248   286.814288   280.984509    80.216064     4.350075
      1916.0     1.183251   299.017060   387.771574   956.212270     0.659748   120.060789    61.881043    58.179747    58.592857    57.754497     0.863146   286.805179   281.073627    80.550117     3.910780
      1917.0     1.387419   299.288386   387.902114   955.855249     0.712406   123.565021    63.434138    60.130883    59.533249    59.176228     0.869117   286.836361   281.050866    81.283546     4.127370
      1918.0    -0.100103   299.562733   387.153595   956.456574     0.392127   120.615187    60.926391    59.688796    58.003619    58.604944     0.873373   286.951481   281.274639    82.265594     3.069966
      1919.0     1.554282   300.205096   385.710356   956.732686     0.521963   121.813284    62.458105    59.355179    58.839147    59.115259     0.874974   286.843891   281.141730    82.975250     4.786085
      1920.0     0.545078   300.498801   385.589877   956.428641     0.618228   120.126184    61.456636    58.669548    58.275871    57.971827     0.902952   286.771736   280.974202    83.743576     3.605288
      1921.0     0.965920   301.028256   384.979390   956.135043     0.470076   120.846630    61.738243    59.108387    58.321028    58.027430     0.921543   286.860810   281.078517    84.674377     4.321300
      1922.0     2.724530   301.064855   385.593761   956.119878     0.574015   125.588659    64.969603    60.619056    58.930392    58.915227     0.933398   286.622396   280.742422    85.570930     5.440004
      1923.0    -0.909305   300.910787   385.745183   956.923050     0.467622   121.974350    62.146306    59.828043    59.094268    59.897439     0.944866   286.782524   280.993436    86.533394     2.097445
      1924.0    -0.012830   301.688310   384.128521   956.639923     0.582173   119.816798    60.852274    58.964525    59.021350    58.738224     0.943734   286.964909   281.349467    87.187553     3.730711
      1925.0     2.362306   302.368451   383.529990   955.767886     0.655973   122.735370    63.071000    59.664370    58.871989    57.999952     0.941828   286.750060   280.952464    87.705803     5.669580
      1926.0     1.446293   302.383924   384.257187   955.927500     0.524801   123.701735    63.571062    60.130673    58.640351    58.799966     0.953072   286.737026   280.901072    88.684441     4.043899
      1927.0     0.724041   302.641214   383.614640   956.548791     0.376096   122.686668    62.436886    60.249782    58.445508    59.066799     0.959769   286.772152   280.943642    89.586037     4.012634
      1928.0     0.883552   302.916075   383.468453   956.780977     0.395695   125.034479    63.822062    61.212417    59.656476    59.888662     0.965858   286.850671   281.016185    90.502968     4.079587
      1929.0     1.655146   303.118183   383.354504   957.097347     0.533295   125.866231    64.382217    61.484014    59.493798    59.810168     0.969439   286.847712   281.173491    91.406769     4.685998
      1930.0    -0.643181   303.526040   382.895723   956.818801     0.778408   123.224821    62.167949    61.056871    60.248882    59.970335     0.965573   287.005631   281.377814    91.890625     2.656395
      1931.0     1.786341   304.127546   382.033429   956.279737     0.808912   123.563912    62.614687    60.949225    58.810437    58.271374     0.961815   287.000668   281.406419    92.282013     5.205607
      1932.0     0.942263   304.514179   381.008608   956.781240     0.742363   123.892773    63.123376    60.769397    59.493710    59.995212     0.967955   286.858280   281.308114    93.086311     4.152984
      1933.0     1.943626   304.699155   380.790830   957.098353     0.663241   125.063717    64.279167    60.784550    59.252761    59.569874     0.969980   286.655115   280.810890    93.767357     4.927071
      1934.0     0.780054   304.778566   380.760457   957.468216     0.592436   125.931484    64.242328    61.689156    59.987096    60.356959     0.977013   286.789144   281.089493    94.316711     3.915742
      1935.0     1.361651   305.039096   380.837477   957.279376     0.499825   125.725432    64.389310    61.336122    59.885589    59.696749     0.983252   286.746800   280.953644    94.988350     4.615541
      1936.0     0.505556   305.312984   381.042838   956.917244     0.541105   123.283271    62.875688    60.407583    59.201024    58.838892     0.990721   286.773884   281.010168    95.656319     3.831435
      1937.0     0.553394   305.679134   380.206353   957.220240     0.728909   124.285196    62.885318    61.399877    59.514001    59.816998     0.992145   286.889939   281.090555    96.282394     3.904805
      1938.0     0.086870   306.529706   378.790853   956.684063     0.832284   120.426594    60.826644    59.599950    59.209597    58.673420     0.993617   286.945612   281.257010    96.761841     3.568725
      1939.0     2.437948   307.292038   377.575741   956.542625     0.763553   124.500234    63.153236    61.346998    58.695658    58.554219     0.996658   286.890166   281.201874    97.584755     5.814129
      1940.0     1.168446   307.727866   377.202081   956.738183     0.793776   125.731813    63.689999    62.041814    59.791133    59.986691     1.000910   286.849887   281.157507    98.383560     4.076967
      1941.0     1.699429   308.294320   377.113258   956.310767     0.654615   124.724984    62.874858    61.850126    58.437644    58.010228     1.001517   286.850388   281.119757    98.922752     4.953453
      1942.0     2.861687   308.520204   377.159694   956.735137     0.666078   128.494842    65.925240    62.569602    59.689103    60.113472     1.009938   286.735489   280.885193    99.378494     5.765331
      1943.0     1.089603   308.376658   377.956895   957.513348     0.554230   128.730782    65.495601    63.235182    60.130484    60.908695     1.014103   286.907888   281.096946   100.399658     3.789705
      1944.0     1.070690   308.717153   377.447039   957.883307     0.557047   125.661198    64.065797    61.595401    59.933052    60.303011     1.017104   286.800053   280.936077   100.656288     4.272642
      1945.0     0.583407   308.958149   377.475926   957.761308     0.773746   125.196868    63.131044    62.065824    59.334847    59.212848     1.020360   286.939515   281.233434   100.998474     3.889309
      1946.0    -1.079809   309.760840   374.918793   958.436976     0.729659   121.383770    60.468950    60.914821    59.650111    60.325779     1.019923   287.129377   281.478440   101.676079     2.700304
      1947.0     3.251611   311.149733   372.943146   957.278098     1.023921   123.808822    62.708817    61.100005    58.981702    57.822823     1.021429   287.038329   281.444184   101.928047     6.861641
      1948.0     3.395960   311.226930   374.303104   957.163949     0.849214   129.001777    65.990089    63.011687    59.225836    59.111688     1.032631   286.775259   280.986067   102.539154     5.518444
      1949.0     1.335224   311.079345   374.779376   958.526044     0.728937   128.106012    65.044614    63.061397    59.489609    60.851704     1.044190   286.815886   280.989294   103.369644     3.716638
      1950.0     0.019879   311.431439   373.491769   959.531972     0.869703   125.343890    63.002520    62.341370    59.987521    60.993448     1.094944   287.068275   281.431244   104.532059     3.296678
      1951.0     1.164729   312.303272   372.627073   958.743314     0.846078   126.777370    63.752875    63.024495    60.696348    59.907690     1.124795   287.111931   281.479971   105.606232     4.709881
      1952.0     0.994968   313.536225   371.414542   957.396792     1.053946   123.916043    62.131692    61.784351    60.149438    58.802915     1.136056   287.128922   281.721504   106.782013     4.541307
      1953.0     4.774848   314.273426   371.657763   956.599668     1.003216   129.878798    65.985210    63.893588    59.026630    58.229507     1.148291   286.878662   281.321004   107.635284     7.512483
      1954.0     2.920643   313.992225   373.327934   957.628526     0.732935   132.194139    67.563116    64.631024    60.140488    61.169346     1.175612   286.720656   280.957719   108.900406     4.723599
      1955.0     1.083833   313.949861   373.500308   959.228454     0.697856   129.951640    65.880113    64.071527    60.617830    62.217758     1.196120   286.834604   281.084350   110.250793     3.489981
      1956.0     1.128145   314.647935   371.901217   959.999040     0.892304   126.548462    63.586841    62.961621    60.028023    60.798609     1.205484   286.882679   281.176872   110.849594     4.387323
      1957.0     2.026208   315.519318   370.828228   960.035241     0.902831   128.114114    64.446414    63.667700    60.315581    60.351782     1.210175   286.990998   281.252477   111.527878     5.167621
      1958.0     2.393437   316.384947   370.743843   959.699473     0.745261   129.576393    65.577390    63.999003    60.900914    60.565146     1.219184   286.983802   281.271363   112.728714     5.096629
      1959.0     2.832229   317.159761   370.242674   960.126218     0.901970   130.765810    65.866366    64.899444    60.660661    61.087406     1.232129   287.035650   281.351965   113.682281     5.280129
      1960.0     2.662386   317.830637   370.129658   960.521375     0.915336   131.829881    66.460198    65.369684    61.200969    61.596126     1.201464   287.104033   281.402396   114.643860     4.977088
      1961.0     2.627238   318.713310   369.623163   960.848746     1.076653   129.073589    65.029778    64.043811    60.375016    60.702387     1.172345   287.051073   281.403565   114.962486     4.833887
      1962.0     2.934401   319.579338   369.281572   961.092833     1.036779   129.563560    65.274082    64.289479    60.294561    60.538648     1.173769   286.916133   281.085810   115.399101     5.077025
      1963.0     2.857882   320.421146   368.600137   961.772999     1.182946   128.056002    64.637781    63.418222    59.797557    60.477723     1.181528   286.850045   281.095760   115.957947     4.841492
      1964.0     1.140390   321.643623   366.705066   962.429499     1.311508   124.428630    62.059129    62.369501    60.020649    60.677148     1.182318   286.888157   281.232449   116.163765     3.277052
      1965.0     4.189600   323.348287   365.035551   961.692007     1.482331   124.142559    62.422260    61.720299    58.449584    57.712093     1.173704   286.856322   281.191871   116.374390     6.379683
      1966.0     4.443130   324.343592   365.663921   961.436451     1.311898   129.420163    65.675277    63.744886    59.694111    59.438555     1.179264   286.867206   281.187023   117.020470     5.608351
      1967.0     4.092625   325.071980   366.265792   962.005172     1.215113   133.549801    67.242483    66.307318    60.873218    61.441939     1.189280   286.935577   281.342176   117.990662     5.198673
      1968.0     2.503325   326.187453   365.339031   962.647351     1.467897   129.265940    64.727540    64.538400    61.033535    61.675714     1.196155   286.929824   281.205023   118.994553     3.978588
      1969.0     3.934076   327.583840   365.080828   962.106788     1.319573   129.631359    65.021502    64.609857    60.358798    59.818234     1.195629   286.975390   281.271972   119.665024     5.461471
      1970.0     5.612688   328.881405   365.283624   961.738089     1.583371   132.079811    66.818678    65.261132    60.751941    60.383242     1.166487   286.834135   281.080394   119.621628     6.232640
      1971.0     4.783459   329.610591   366.552080   962.477390     1.252642   133.547457    67.085739    66.461718    60.032158    60.771459     1.154044   286.832814   281.224934   120.180954     5.045825
      1972.0     3.576152   330.634764   366.505848   963.751765     1.361403   134.455460    67.501259    66.954201    62.389079    63.663454     1.154356   286.884246   281.306301   120.596680     3.884037
      1973.0     4.356776   332.176483   365.043890   964.763803     1.400468   130.799237    65.528730    65.270507    60.817824    61.829861     1.147889   286.951968   281.255113   120.815392     5.160826
      1974.0     6.435769   333.468678   366.281073   964.385881     1.383754   138.123259    70.063780    68.059479    62.597670    62.219748     1.148118   286.967933   281.283597   121.568947     6.606850
      1975.0     4.349682   334.244416   367.644413   965.301821     1.417021   137.565387    69.002748    68.562639    62.500392    63.416331     1.156418   287.079413   281.412218   122.303558     4.223076
      1976.0     3.752801   335.805536   366.919688   965.687207     1.667408   134.162151    66.428167    67.733984    62.315891    62.701278     1.154043   287.288371   281.856698   122.688286     4.451614
      1977.0     5.243329   337.645848   365.948031   965.902564     1.584761   134.378311    67.392714    66.985597    62.494747    62.710104     1.150584   287.200766   281.596754   123.303108     5.654268
      1978.0     6.560760   339.178663   366.890483   965.448788     1.754155   138.915118    70.168767    68.746351    63.464316    63.010540     1.155183   287.038691   281.290842   123.978172     6.215775
      1979.0     5.838679   340.248634   368.365061   966.105430     1.504285   140.053305    70.133836    69.919469    62.706031    63.362673     1.159981   287.064372   281.377206   125.110901     5.296585
      1980.0     6.004661   341.655970   368.437815   967.106302     1.576981   141.050043    70.789236    70.260807    64.002456    65.003329     1.232161   287.164360   281.440628   126.441116     5.713153
      1981.0     4.505396   342.812304   369.031542   967.853944     1.659430   138.860447    69.412825    69.447622    63.598959    64.346601     1.282216   287.290540   281.624358   127.949226     4.472497
      1982.0     4.360794   344.724733   367.573649   968.471038     1.704501   135.398330    66.989867    68.408463    62.938897    63.555990     1.289190   287.511924   282.004876   129.175858     4.891769
      1983.0     6.051715   346.993052   366.070708   968.344568     1.968069   134.373064    67.097365    67.275699    62.358258    62.231788     1.291164   287.329618   281.975795   129.651154     6.368518
      1984.0     7.100884   348.451578   367.691518   967.597783     1.987017   140.405839    70.810015    69.595824    63.388165    62.641380     1.311784   287.020025   281.392930   131.087189     6.547825
      1985.0     6.173183   349.433556   369.147439   968.395440     1.700643   141.706705    70.721537    70.985168    62.696616    63.494273     1.328866   287.034100   281.452831   132.798355     5.771343
      1986.0     4.806853   350.795950   367.834807   970.684414     1.790281   138.501359    68.926397    69.574962    63.241366    65.530340     1.340718   287.101843   281.427082   134.272141     4.708690
      1987.0     4.642749   352.631756   366.694491   971.407844     1.721469   136.364444    67.156345    69.208099    62.531063    63.254492     1.345550   287.316859   281.756256   135.267120     5.042168
      1988.0     7.360529   354.738225   366.229895   971.085477     1.926088   141.198508    70.889241    70.309267    64.343190    64.020823     1.350078   287.324190   281.866884   136.314316     7.333014
      1989.0     7.321414   355.749408   368.848097   971.290854     1.877752   147.701618    73.896318    73.805301    64.884806    65.090184     1.362351   287.257487   281.748188   137.700211     6.187932
      1990.0     5.292569   356.879725   369.529319   972.891698     1.785726   143.933216    71.574182    72.359035    64.800754    66.401597     1.274367   287.425466   281.753319   137.821777     4.491363
      1991.0     5.317199   358.629871   369.048366   973.615532     1.868853   141.322880    69.862022    71.460858    64.716977    65.440812     1.207577   287.459481   281.801053   137.495102     4.902163
      1992.0     6.068444   360.600148   367.840397   974.629306     2.175462   138.557269    68.225745    70.331524    62.954996    63.968770     1.191216   287.271554   281.628003   137.631348     5.464945
      1993.0     7.619822   362.476240   367.274942   975.309667     2.251184   139.150220    70.004568    69.145653    63.197154    63.877516     1.174645   287.079831   281.407314   137.275253     6.692507
      1994.0     8.184416   363.509408   369.571404   975.645430     2.104097   146.845799    73.544882    73.300917    64.155219    64.490982     1.172833   287.045225   281.357407   137.446991     6.757439
      1995.0     5.108964   364.284949   371.337030   976.934323     1.774586   146.890785    72.656476    74.234309    65.523847    66.812740     1.174003   287.273216   281.698108   138.009460     4.078109
      1996.0     4.344112   366.073218   370.531394   977.884526     1.877377   140.444606    68.913132    71.531475    64.665752    65.615955     1.170310   287.529157   282.150347   137.778427     4.102813
      1997.0     7.982890   368.126637   370.145545   977.908135     2.151196   143.819652    71.590614    72.229037    64.474223    64.497833     1.160878   287.338405   281.949854   137.633713     7.478631
      1998.0     6.564420   369.349868   371.684953   978.601029     1.974874   147.742334    73.368803    74.373531    65.820049    66.512943     1.165422   287.282506   281.749539   138.231003     5.316452
      1999.0     6.684693   370.873314   372.029800   979.647943     1.994697   146.133934    72.318919    73.815015    65.321198    66.368111     1.162081   287.443021   281.927275   138.450424     5.605962
      2000.0     6.139780   372.427533   372.372731   980.835181     2.002517   144.652418    71.579469    73.072949    65.053459    66.240697     1.249065   287.449131   281.935048   139.530609     4.995841
      2001.0     7.586424   374.196865   373.435582   980.597626     2.238857   147.227475    72.881092    74.346384    65.859671    65.622117     1.185908   287.468420   281.943387   139.310425     6.196124
      2002.0     5.141865   375.966193   373.599996   981.248828     2.170485   143.836503    70.294268    73.542236    65.600694    66.251896     1.193949   287.696051   282.303232   139.563431     3.877957
      2003.0     6.958545   378.500716   372.337285   981.338315     2.288590   143.960132    70.507170    73.452962    65.403942    65.493429     1.364993   287.710357   282.408919   141.934158     6.276452
      2004.0    10.463061   380.646168   373.362048   981.157943     2.392011   150.878631    75.155038    75.723594    65.878482    65.698109     1.374435   287.443228   282.046576   143.401245     8.432166
      2005.0     8.444261   381.846323   375.985011   982.493355     2.125967   153.031120    75.681934    77.349187    66.186493    67.521905     1.260854   287.358997   281.879267   143.657166     5.537066
      2006.0     7.326929   383.481688   376.954862   984.209614     2.152447   149.653504    73.547688    76.105816    66.109523    67.825782     1.205791   287.391098   281.858060   143.633957     4.752055
      2007.0     6.950061   385.324531   377.850560   985.276215     2.189848   151.203112    74.057272    77.145840    67.474036    68.540636     1.220456   287.618400   282.226422   143.656204     4.620938
      2008.0     9.124983   388.040913   377.343688   985.601382     2.473515   149.684842    73.579381    76.105460    67.043135    67.368302     1.253261   287.563837   282.156587   143.881805     6.717951
      2009.0     9.558868   389.966973   378.704400   986.322390     2.416543   155.036163    76.349135    78.687028    66.964840    67.685848     1.684518   287.411171   281.971318   148.764008     7.302576
      2010.0     8.397762   391.681774   380.093836   987.877012     2.341978   157.685086    76.852552    80.832534    68.229431    69.784053     1.613416   287.559178   282.057794   150.959747     5.679062
      2011.0     7.144961   394.061080   379.120125   989.943689     2.463006   150.298113    72.383012    77.915101    66.597015    68.663691     1.427416   287.739569   282.235729   150.339996     4.693032
      2012.0    10.029427   397.064994   377.360337   991.448805     2.591627   153.133960    74.807251    78.326709    67.566408    69.071524     1.550189   287.757643   282.273649   151.820251     7.495514
      2013.0     9.887028   399.965687   377.474643   991.782570     2.683443   153.608855    75.195175    78.413681    68.068681    68.402446     1.631410   287.645348   282.136408   153.807739     6.678423
      2014.0     9.879590   402.629709   379.237195   991.438500     2.661541   157.603734    76.091597    81.512137    68.027815    67.683746     1.519866   287.772598   282.534860   154.182388     6.645299
      2015.0     9.899736   404.950663   380.527941   992.546797     2.654096   159.452320    76.907314    82.545006    68.413718    69.522015     1.429372   287.710845   282.285453   154.127686     6.094553
      2016.0     8.448314   407.449675   380.437188   994.491761     2.632635   156.407163    74.660755    81.746408    67.857083    69.802046     1.406346   287.930077   282.481285   154.664108     4.949463
      2017.0     9.796969   410.828986   378.807524   995.683212     2.936510   154.291165    74.002914    80.288251    68.214893    69.406344     1.381178   288.003663   282.679466   154.420349     6.226234
      2018.0    11.998610   414.107489   379.582036   995.454623     2.859033   158.119726    76.314857    81.804869    68.033931    67.805343     1.369431   287.768500   282.309089   154.365234     7.735003
      2019.0    11.030876   416.654090   381.728696   995.984807     2.763020   162.277905    78.061347    84.216558    68.989358    69.519541     1.365587   287.745828   282.390179   154.972641     6.395146
      2020.0     9.149384   419.097288   382.300698   998.088955     2.860537   161.230789    76.107918    85.122871    68.667923    70.772071     1.268677   287.976086   282.716202   155.282242     4.763845
      2021.0    10.332295   422.670349   380.671243   999.487114     3.018811   155.327497    73.987111    81.340386    68.108412    69.506572     1.190914   288.072813   282.831441   154.069061     6.109994
      2022.0    14.769333   425.396113   383.354897   999.889805     3.068562   169.316679    82.261409    87.055270    70.269045    70.671736     1.174650   287.736371   282.330389   154.027359     8.906018
      2023.0    10.642699   427.739016   385.807609  1001.463176     2.964665   165.416422    78.410878    87.005544    69.491071    71.064441     1.175025   287.786978   282.310362   154.636566     4.893725
      2024.0    10.460739   430.694752   386.384931  1003.277513     3.022417   163.769479    77.360006    86.409473    70.013649    71.827986     1.172805   288.030771   282.689417   154.892624     4.954698
      2025.0    12.189050   434.338480   386.799629  1003.649521     3.011038   163.079401    77.392423    85.686979    69.699523    70.071531     1.159904   288.103083   282.953592   154.804382     6.906194
      2026.0    13.244058   437.676871   388.484454  1004.346821     3.147904   166.781517    79.350852    87.430664    70.061871    70.759171     1.155171   287.888168   282.444160   154.997162     6.906856
      2027.0    12.558015   440.802544   390.318807  1005.421467     3.280095   167.406422    79.604500    87.801921    70.724840    71.799485     1.156621   288.036851   282.741135   155.419922     5.970663
      2028.0    12.887008   444.313844   392.116008  1005.810220     3.203714   168.196857    79.583051    88.613806    71.126305    71.515059     1.151459   288.020947   282.661355   155.347961     6.270791
      2029.0    12.118724   448.058457   392.424885  1007.303327     3.372196   164.162616    76.734848    87.427768    69.666667    71.159773     1.139423   288.163697   282.917515   155.742798     5.266198
      2030.0    13.384765   452.317595   391.435982  1008.805622     3.540895   165.745556    77.745270    88.000286    70.527393    72.029688     1.187485   288.320482   283.303298   156.785599     6.704485
      2031.0    16.627234   456.317612   394.494440  1008.011329     3.518176   175.273103    83.156741    92.116362    72.230421    71.436128     1.228929   288.037792   282.919549   158.033829     8.662155
      2032.0    15.460119   459.275613   398.640758  1009.139821     3.394804   182.447531    85.140945    97.306586    72.549478    73.677969     1.283418   287.934943   282.532469   160.055939     7.316658
      2033.0    13.114625   462.505988   400.142589  1012.044177     3.298680   177.837547    81.889925    95.947622    72.267059    75.171415     1.325011   288.037476   282.730299   162.340698     5.216678
      2034.0    14.876118   466.469076   400.910081  1014.028723     3.441732   179.883620    83.512283    96.371337    73.873382    75.857928     1.360517   288.171362   282.822325   163.754288     6.886864
      2035.0    15.455255   470.642328   402.121108  1015.494222     3.638548   177.658853    82.376135    95.282718    72.633568    74.099067     1.393099   288.266594   282.993449   164.735535     7.066042
